N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
560755,2021-07-20,00000,United Kingdom,141,"343,35"
566477,2021-09-13,14359.0,United Kingdom,189,"483,39"
565807,2021-09-07,14334.0,United Kingdom,170,"315,20"
550811,2021-04-20,16011.0,United Kingdom,78,"119,10"
545580,2021-03-04,13931.0,United Kingdom,211,"378,21"
559414,2021-07-08,00000,United Kingdom,-4,"0,00"
566492,2021-09-13,12679.0,France,73,"94,32"
553566,2021-05-18,12690.0,France,106,"389,01"
557389,2021-06-20,15921.0,United Kingdom,166,"336,03"
544164,2021-02-16,17306.0,United Kingdom,762,"601,94"
538313,2020-12-10,15514.0,United Kingdom,322,"1136,32"
C564960,2021-08-31,14525.0,United Kingdom,-12,"-21,18"
560393,2021-07-18,14808.0,United Kingdom,466,"470,84"
551722,2021-05-03,00000,United Kingdom,-170,"0,00"
565859,2021-09-07,16818.0,United Kingdom,336,"426,07"
561005,2021-07-22,17961.0,United Kingdom,86,"134,44"
538785,2020-12-14,14961.0,United Kingdom,76,"206,00"
570258,2021-10-10,00000,United Kingdom,420,"3210,46"
572848,2021-10-26,16188.0,United Kingdom,137,"226,83"
552520,2021-05-09,00000,United Kingdom,357,"1401,38"
574745,2021-11-07,14911.0,EIRE,325,"220,64"
537207,2020-12-05,17402.0,United Kingdom,40,"188,77"
C538755,2020-12-14,16782.0,United Kingdom,-1,"-12,75"
560775,2021-07-20,00000,United Kingdom,1,"1,25"
C565425,2021-09-04,15561.0,United Kingdom,-11,"-77,85"
579692,2021-11-30,12433.0,Norway,2299,"2843,29"
C540393,2021-01-06,17428.0,United Kingdom,-8,"-33,90"
560041,2021-07-14,14156.0,EIRE,178,"654,97"
568239,2021-09-26,18205.0,United Kingdom,76,"225,76"
557210,2021-06-17,18118.0,United Kingdom,130,"265,05"
574368,2021-11-04,13004.0,United Kingdom,253,"384,93"
572317,2021-10-23,14629.0,United Kingdom,215,"604,83"
567308,2021-09-19,16422.0,United Kingdom,1110,"575,46"
538659,2020-12-13,14625.0,United Kingdom,255,"585,53"
547497,2021-03-23,14461.0,United Kingdom,277,"776,23"
569513,2021-10-04,14332.0,United Kingdom,242,"466,30"
576256,2021-11-14,15953.0,United Kingdom,110,"261,32"
552953,2021-05-12,16745.0,United Kingdom,901,"561,81"
C546241,2021-03-10,14903.0,United Kingdom,-18,"-11,70"
560772,2021-07-20,00000,United Kingdom,1345,"3105,08"
573333,2021-10-30,12483.0,Sweden,198,"454,20"
556467,2021-06-12,13232.0,United Kingdom,57,"186,55"
546972,2021-03-18,00000,United Kingdom,367,"1750,62"
567674,2021-09-21,00000,United Kingdom,2,"1,70"
C551864,2021-05-04,12483.0,Sweden,-2,"-8,50"
C564997,2021-08-31,15625.0,United Kingdom,-7,"-10,15"
560504,2021-07-19,13081.0,United Kingdom,3089,"4406,61"
547885,2021-03-28,17314.0,United Kingdom,88,"220,80"
580043,2021-12-01,14527.0,United Kingdom,63,"270,61"
C543634,2021-02-10,13599.0,United Kingdom,-48,"-25,44"
554363,2021-05-24,12647.0,Germany,121,"293,25"
C566461,2021-09-12,16713.0,United Kingdom,-2,"-4,50"
570825,2021-10-12,18229.0,United Kingdom,90,"323,74"
563563,2021-08-17,16029.0,United Kingdom,2864,"6578,08"
566711,2021-09-14,00000,United Kingdom,-31,"0,00"
579352,2021-11-29,00000,United Kingdom,29,"54,14"
564924,2021-08-31,00000,United Kingdom,1,"0,00"
548217,2021-03-30,17616.0,United Kingdom,32,"81,60"
554036,2021-05-20,13767.0,United Kingdom,138,"288,98"
574042,2021-11-02,17947.0,United Kingdom,168,"176,68"
543672,2021-02-11,16013.0,United Kingdom,72,"306,00"
C570406,2021-10-10,17841.0,United Kingdom,-2,"-11,60"
572122,2021-10-21,15969.0,United Kingdom,48,"222,40"
565463,2021-09-05,13748.0,United Kingdom,208,"335,80"
555512,2021-06-05,18198.0,United Kingdom,296,"325,68"
C538694,2020-12-14,16143.0,United Kingdom,-2,"-5,10"
579541,2021-11-30,14653.0,United Kingdom,134,"287,64"
542503,2021-01-28,16327.0,United Kingdom,465,"622,62"
562965,2021-08-11,18226.0,United Kingdom,490,"666,80"
537612,2020-12-07,13769.0,United Kingdom,122,"322,30"
C538718,2020-12-14,15602.0,United Kingdom,-48,"-60,00"
571463,2021-10-17,16463.0,United Kingdom,377,"491,28"
551550,2021-05-03,17501.0,United Kingdom,9,"40,35"
550347,2021-04-18,14227.0,United Kingdom,206,"282,94"
548402,2021-03-31,00000,United Kingdom,-5,"0,00"
576837,2021-11-16,00000,United Kingdom,1688,"6081,09"
553467,2021-05-17,17857.0,United Kingdom,150,"159,00"
559200,2021-07-07,13291.0,United Kingdom,233,"361,11"
539086,2020-12-16,17001.0,United Kingdom,260,"397,96"
C539719,2020-12-21,14643.0,United Kingdom,-60,"-25,20"
568194,2021-09-25,16008.0,United Kingdom,123,"191,56"
576645,2021-11-16,16245.0,United Kingdom,584,"643,96"
578351,2021-11-24,14987.0,United Kingdom,64,"163,20"
552299,2021-05-08,15827.0,United Kingdom,17,"114,05"
573113,2021-10-27,18261.0,United Kingdom,44,"99,44"
542737,2021-01-31,15058.0,United Kingdom,103,"178,80"
578314,2021-11-23,13350.0,United Kingdom,132,"332,55"
570592,2021-10-11,00000,United Kingdom,543,"2299,61"
545649,2021-03-04,14995.0,United Kingdom,51,"119,31"
540550,2021-01-10,12539.0,Spain,643,"1715,85"
551559,2021-05-03,16133.0,United Kingdom,422,"612,16"
551446,2021-04-28,00000,United Kingdom,-4,"0,00"
560191,2021-07-15,16203.0,United Kingdom,16,"60,00"
544083,2021-02-15,15606.0,United Kingdom,125,"303,57"
543997,2021-02-15,17348.0,United Kingdom,199,"160,15"
C577349,2021-11-18,16168.0,United Kingdom,-4,"-17,00"
543912,2021-02-14,16701.0,United Kingdom,178,"379,74"
550035,2021-04-14,15039.0,United Kingdom,332,"787,84"
542559,2021-01-28,00000,United Kingdom,-1,"0,00"
564862,2021-08-31,12678.0,France,1,"145,00"
562045,2021-08-02,12644.0,Germany,325,"477,91"
C559193,2021-07-07,12379.0,Belgium,-1,"-1,95"
C541852,2021-01-23,17841.0,United Kingdom,-1,"-14,95"
565749,2021-09-06,14156.0,EIRE,140,"228,84"
553567,2021-05-18,13592.0,United Kingdom,3,"32,85"
536983,2020-12-03,12712.0,Germany,60,"175,53"
549435,2021-04-08,12356.0,Portugal,370,"481,46"
576378,2021-11-15,15628.0,United Kingdom,186,"303,93"
572324,2021-10-24,14607.0,United Kingdom,2344,"2949,28"
553739,2021-05-19,14895.0,United Kingdom,361,"1073,09"
C561234,2021-07-26,13327.0,United Kingdom,-12,"-10,20"
562774,2021-08-09,13500.0,United Kingdom,128,"326,40"
559361,2021-07-07,17312.0,United Kingdom,98,"253,70"
C543811,2021-02-13,15640.0,United Kingdom,-2,"-22,70"
569685,2021-10-05,16758.0,United Kingdom,203,"369,34"
549903,2021-04-12,17576.0,United Kingdom,194,"355,77"
561034,2021-07-24,15506.0,United Kingdom,146,"209,35"
578112,2021-11-23,16670.0,United Kingdom,24,"30,00"
561806,2021-07-29,12839.0,United Kingdom,219,"322,40"
568052,2021-09-23,00000,United Kingdom,-3,"0,00"
540020,2021-01-04,14462.0,United Kingdom,34,"109,30"
564144,2021-08-23,13939.0,United Kingdom,455,"205,71"
542109,2021-01-25,00000,United Kingdom,461,"1816,63"
537371,2020-12-06,15028.0,United Kingdom,119,"185,97"
574555,2021-11-04,16426.0,United Kingdom,204,"221,63"
C559651,2021-07-11,13184.0,United Kingdom,-24,"-30,00"
537220,2020-12-05,00000,United Kingdom,1,"3,35"
574327,2021-11-04,13013.0,United Kingdom,131,"315,29"
580532,2021-12-04,13098.0,United Kingdom,248,"587,92"
542690,2021-01-31,14298.0,United Kingdom,900,"378,00"
574962,2021-11-08,15194.0,United Kingdom,989,"1421,67"
556065,2021-06-08,14829.0,United Kingdom,74,"146,30"
552342,2021-05-09,17949.0,United Kingdom,120,"738,00"
543654,2021-02-11,00000,United Kingdom,-57,"0,00"
565583,2021-09-05,12816.0,Poland,51,"253,55"
556485,2021-06-12,17211.0,United Kingdom,48,"210,95"
542212,2021-01-26,15812.0,United Kingdom,64,"244,80"
539295,2020-12-16,13767.0,United Kingdom,168,"348,80"
C567532,2021-09-21,15888.0,United Kingdom,-16,"-27,04"
546403,2021-03-11,16766.0,United Kingdom,268,"572,80"
574330,2021-11-04,12971.0,United Kingdom,54,"63,06"
572749,2021-10-25,00000,United Kingdom,-335,"0,00"
575189,2021-11-09,13029.0,United Kingdom,42,"474,30"
553879,2021-05-19,15791.0,United Kingdom,558,"1223,24"
C538670,2020-12-13,13448.0,United Kingdom,-4,"-15,80"
C548995,2021-04-05,17841.0,United Kingdom,-6,"-29,00"
546882,2021-03-17,14422.0,United Kingdom,175,"401,31"
548516,2021-03-31,00000,United Kingdom,653,"2234,58"
C569970,2021-10-06,13055.0,United Kingdom,-3,"-12,45"
569631,2021-10-05,13483.0,United Kingdom,160,"140,34"
579257,2021-11-29,15619.0,United Kingdom,136,"336,40"
554367,2021-05-24,13089.0,United Kingdom,159,"237,15"
554024,2021-05-20,00000,United Kingdom,-11,"0,00"
560569,2021-07-19,12480.0,Germany,334,"557,68"
538901,2020-12-15,17629.0,United Kingdom,115,"238,65"
543243,2021-02-04,15199.0,United Kingdom,118,"353,10"
566590,2021-09-13,14032.0,United Kingdom,273,"302,20"
C554532,2021-05-24,14194.0,United Kingdom,-7,"-26,02"
558353,2021-06-28,17940.0,United Kingdom,432,"108,00"
553416,2021-05-17,18198.0,United Kingdom,340,"422,28"
C537581,2020-12-07,00000,United Kingdom,-2,"-64,95"
569690,2021-10-05,15351.0,United Kingdom,45,"141,35"
539294,2020-12-16,15532.0,United Kingdom,92,"356,35"
548614,2021-04-01,14419.0,United Kingdom,107,"183,46"
547515,2021-03-23,13267.0,United Kingdom,144,"330,52"
544936,2021-02-25,15769.0,United Kingdom,204,"1295,40"
567973,2021-09-23,13994.0,United Kingdom,179,"361,07"
576424,2021-11-15,00000,United Kingdom,-4,"0,00"
554835,2021-05-26,15241.0,United Kingdom,172,"201,97"
563347,2021-08-15,16961.0,United Kingdom,125,"234,17"
C539710,2020-12-21,14769.0,United Kingdom,-3,"-10,15"
561116,2021-07-25,13520.0,Switzerland,411,"856,00"
557612,2021-06-21,14460.0,United Kingdom,493,"246,54"
549914,2021-04-13,14931.0,Channel Islands,97,"293,00"
539283,2020-12-16,14092.0,United Kingdom,95,"250,65"
547985,2021-03-29,16455.0,United Kingdom,196,"413,70"
553166,2021-05-13,17655.0,United Kingdom,46,"306,00"
563936,2021-08-22,17828.0,Malta,79,"213,50"
571852,2021-10-19,14273.0,United Kingdom,68,"109,92"
C536853,2020-12-03,14679.0,United Kingdom,-1,"-2,55"
545937,2021-03-08,12758.0,Portugal,1109,"1570,19"
544191,2021-02-16,13089.0,United Kingdom,367,"772,80"
553894,2021-05-19,13658.0,United Kingdom,300,"933,30"
543264,2021-02-04,13069.0,United Kingdom,186,"255,03"
547910,2021-03-28,14159.0,United Kingdom,402,"458,87"
568189,2021-09-25,14757.0,United Kingdom,160,"420,50"
577518,2021-11-20,14359.0,United Kingdom,50,"126,70"
544324,2021-02-17,00000,United Kingdom,4,"15,90"
561667,2021-07-28,00000,EIRE,166,"436,83"
554007,2021-05-20,17961.0,United Kingdom,1,"8,25"
572352,2021-10-24,16814.0,United Kingdom,85,"130,65"
578243,2021-11-23,13448.0,United Kingdom,452,"1050,32"
581185,2021-12-07,16672.0,United Kingdom,72,"270,00"
541838,2021-01-23,12916.0,United Kingdom,325,"847,85"
581105,2021-12-07,16000.0,United Kingdom,4340,"8345,20"
570688,2021-10-11,00000,United Kingdom,757,"2326,73"
579731,2021-11-30,00000,United Kingdom,-46,"0,00"
C568395,2021-09-27,17480.0,United Kingdom,-2,"-5,31"
566930,2021-09-15,15417.0,United Kingdom,284,"508,80"
558066,2021-06-24,00000,United Kingdom,368,"1110,73"
551003,2021-04-26,16456.0,United Kingdom,218,"339,93"
552250,2021-05-06,12748.0,United Kingdom,2,"3,30"
C564506,2021-08-25,15315.0,United Kingdom,-24,"-18,96"
553682,2021-05-18,14646.0,Netherlands,412,"732,40"
C543773,2021-02-11,12410.0,Switzerland,-2,"-12,25"
574733,2021-11-06,17082.0,United Kingdom,733,"1366,91"
554934,2021-05-27,12971.0,United Kingdom,18,"65,90"
552717,2021-05-11,12483.0,Sweden,2,"8,50"
545567,2021-03-03,00000,United Kingdom,-3,"0,00"
580882,2021-12-06,12971.0,United Kingdom,38,"102,80"
570189,2021-10-07,12492.0,Germany,123,"136,82"
541881,2021-01-24,14501.0,United Kingdom,45,"66,93"
556262,2021-06-09,00000,United Kingdom,-95,"0,00"
576383,2021-11-15,12883.0,United Kingdom,65,"216,47"
548894,2021-04-04,00000,United Kingdom,723,"2295,03"
540832,2021-01-11,00000,United Kingdom,1264,"5032,29"
546169,2021-03-10,14603.0,United Kingdom,400,"660,00"
C570025,2021-10-07,00000,United Kingdom,-1,"-5942,57"
568909,2021-09-29,16818.0,United Kingdom,524,"693,34"
572867,2021-10-26,14598.0,United Kingdom,189,"221,97"
575003,2021-11-08,15950.0,United Kingdom,161,"418,29"
560831,2021-07-21,00000,United Kingdom,-1,"0,00"
551426,2021-04-28,14022.0,United Kingdom,487,"440,00"
540027,2021-01-04,14210.0,United Kingdom,238,"363,66"
547862,2021-03-27,12841.0,United Kingdom,121,"190,50"
C562802,2021-08-09,15201.0,United Kingdom,-4,"-10,74"
570030,2021-10-07,12740.0,France,342,"427,60"
547863,2021-03-27,12728.0,France,61,"164,05"
543976,2021-02-14,13089.0,United Kingdom,664,"1380,40"
559341,2021-07-07,15144.0,United Kingdom,214,"443,20"
569123,2021-09-30,12748.0,United Kingdom,327,"1132,55"
C567358,2021-09-19,16428.0,United Kingdom,-1,"-2,95"
577794,2021-11-21,14030.0,United Kingdom,449,"543,28"
575219,2021-11-09,17511.0,United Kingdom,4675,"7059,54"
554917,2021-05-27,15104.0,United Kingdom,417,"652,80"
C571928,2021-10-19,12720.0,Germany,-5,"-29,75"
551954,2021-05-05,14515.0,United Kingdom,177,"425,40"
567239,2021-09-19,14735.0,United Kingdom,80,"269,04"
574334,2021-11-04,16672.0,United Kingdom,156,"537,60"
553485,2021-05-17,13208.0,United Kingdom,180,"326,48"
542779,2021-02-01,17147.0,United Kingdom,250,"409,50"
580113,2021-12-01,14766.0,United Kingdom,150,"422,52"
554861,2021-05-27,12633.0,Germany,342,"716,73"
550500,2021-04-18,00000,United Kingdom,507,"1984,63"
C541418,2021-01-17,13883.0,United Kingdom,-12,"-30,60"
536578,2020-12-01,17690.0,United Kingdom,104,"279,60"
549016,2021-04-05,16696.0,United Kingdom,12,"35,40"
570023,2021-10-07,13876.0,United Kingdom,36,"122,70"
549130,2021-04-06,14701.0,United Kingdom,129,"275,10"
580309,2021-12-02,14503.0,United Kingdom,172,"433,12"
549750,2021-04-12,18109.0,United Kingdom,19,"113,25"
571601,2021-10-18,17073.0,United Kingdom,96,"325,53"
575673,2021-11-10,14863.0,United Kingdom,132,"266,76"
579339,2021-11-29,14866.0,United Kingdom,148,"337,28"
538358,2020-12-10,00000,United Kingdom,6,"21,70"
575087,2021-11-08,16549.0,United Kingdom,106,"279,74"
576213,2021-11-14,18117.0,United Kingdom,618,"320,72"
563445,2021-08-16,00000,United Kingdom,1,"0,00"
C572422,2021-10-24,00000,United Kingdom,-2,"-218,81"
574536,2021-11-04,15707.0,United Kingdom,238,"307,95"
569822,2021-10-06,15706.0,United Kingdom,20,"79,80"
557968,2021-06-24,17061.0,United Kingdom,168,"671,90"
579006,2021-11-28,17924.0,United Kingdom,72,"128,88"
539012,2020-12-15,17858.0,United Kingdom,1536,"1305,60"
536749,2020-12-02,17976.0,United Kingdom,106,"353,19"
545302,2021-03-01,14506.0,United Kingdom,107,"297,16"
574300,2021-11-03,14636.0,United Kingdom,124,"309,66"
563016,2021-08-11,15358.0,United Kingdom,707,"710,20"
C568714,2021-09-28,16332.0,United Kingdom,-8,"-10,00"
546414,2021-03-13,16768.0,United Kingdom,47,"183,25"
549299,2021-04-08,13995.0,United Kingdom,183,"310,45"
547058,2021-03-20,14232.0,United Kingdom,568,"693,18"
568183,2021-09-25,13991.0,United Kingdom,266,"213,94"
C540843,2021-01-11,15602.0,United Kingdom,-48,"-60,00"
578783,2021-11-25,12748.0,United Kingdom,380,"364,13"
C570486,2021-10-10,14533.0,United Kingdom,-42,"-53,10"
571293,2021-10-16,13956.0,United Kingdom,55,"189,65"
538260,2020-12-10,18178.0,United Kingdom,105,"300,65"
543520,2021-02-09,15827.0,United Kingdom,6,"29,70"
580600,2021-12-05,12841.0,United Kingdom,147,"146,01"
568140,2021-09-25,17411.0,United Kingdom,114,"283,86"
574663,2021-11-06,13527.0,United Kingdom,178,"426,37"
571936,2021-10-20,15814.0,United Kingdom,554,"599,42"
564016,2021-08-22,15712.0,United Kingdom,195,"307,66"
579281,2021-11-29,12375.0,Finland,91,"227,20"
537852,2020-12-08,17340.0,United Kingdom,1665,"2671,27"
538079,2020-12-09,17671.0,United Kingdom,190,"394,18"
554359,2021-05-24,13590.0,United Kingdom,207,"301,55"
561064,2021-07-24,18109.0,United Kingdom,17,"136,60"
554328,2021-05-23,00000,United Kingdom,-46,"0,00"
C543918,2021-02-14,12921.0,United Kingdom,-5,"-4,25"
541882,2021-01-24,00000,United Kingdom,-57,"0,00"
C545833,2021-03-07,16013.0,United Kingdom,-12,"-25,25"
C545421,2021-03-02,13166.0,United Kingdom,-2,"-2,50"
543351,2021-02-07,15407.0,United Kingdom,132,"165,00"
548864,2021-04-04,15756.0,United Kingdom,45,"123,59"
577358,2021-11-18,00000,United Kingdom,1621,"5957,66"
548340,2021-03-30,13426.0,United Kingdom,311,"306,39"
C559530,2021-07-10,14808.0,United Kingdom,-1,"-125,00"
575049,2021-11-08,12721.0,France,409,"614,32"
C580174,2021-12-02,14126.0,United Kingdom,-50,"-62,50"
557267,2021-06-19,16805.0,United Kingdom,269,"245,82"
545294,2021-03-01,17965.0,United Kingdom,298,"313,58"
574310,2021-11-03,13467.0,United Kingdom,426,"782,46"
554349,2021-05-24,14191.0,United Kingdom,196,"278,78"
558992,2021-07-05,14223.0,United Kingdom,261,"351,69"
546874,2021-03-17,16976.0,United Kingdom,88,"251,52"
C544318,2021-02-17,12989.0,United Kingdom,-1,"-2,10"
564551,2021-08-25,17730.0,United Kingdom,138,"314,70"
557426,2021-06-20,15016.0,United Kingdom,76,"170,04"
538196,2020-12-10,12731.0,France,418,"1071,90"
C536820,2020-12-02,18168.0,United Kingdom,-4,"-16,95"
581215,2021-12-08,13408.0,United Kingdom,272,"445,84"
577482,2021-11-20,16762.0,United Kingdom,282,"613,78"
537889,2020-12-09,13319.0,United Kingdom,260,"670,48"
561812,2021-07-29,00000,United Kingdom,8,"0,00"
574233,2021-11-03,16929.0,United Kingdom,66,"105,78"
539990,2020-12-23,00000,United Kingdom,17,"27,30"
547381,2021-03-22,18041.0,United Kingdom,223,"201,39"
573746,2021-11-01,13461.0,United Kingdom,334,"560,80"
551953,2021-05-05,13448.0,United Kingdom,388,"593,72"
C553373,2021-05-16,00000,United Kingdom,-2,"-250,22"
549498,2021-04-08,00000,United Kingdom,1,"0,00"
568919,2021-09-29,12937.0,United Kingdom,253,"398,21"
581214,2021-12-08,14251.0,United Kingdom,224,"482,28"
580732,2021-12-05,00000,United Kingdom,16,"35,10"
546376,2021-03-11,13842.0,United Kingdom,115,"311,07"
576770,2021-11-16,13926.0,United Kingdom,104,"223,85"
551545,2021-05-03,12683.0,France,6,"24,90"
557976,2021-06-24,18118.0,United Kingdom,129,"158,99"
551981,2021-05-05,13694.0,United Kingdom,352,"897,60"
573254,2021-10-28,00000,United Kingdom,-49,"0,00"
536571,2020-12-01,14696.0,United Kingdom,284,"294,62"
545601,2021-03-04,15827.0,United Kingdom,52,"152,00"
570178,2021-10-07,16558.0,United Kingdom,147,"228,46"
570841,2021-10-12,12553.0,France,220,"477,55"
574546,2021-11-04,13651.0,United Kingdom,1,"15,00"
565432,2021-09-04,16241.0,United Kingdom,107,"244,27"
C540948,2021-01-12,13093.0,United Kingdom,-9,"-45,65"
C544559,2021-02-21,14329.0,United Kingdom,-6,"-27,90"
578334,2021-11-24,15594.0,United Kingdom,64,"82,80"
554676,2021-05-25,00000,United Kingdom,-31,"0,00"
558653,2021-07-01,14868.0,United Kingdom,12,"17,40"
C572993,2021-10-27,16690.0,United Kingdom,-1,"-16,95"
550503,2021-04-18,15508.0,United Kingdom,154,"311,42"
541509,2021-01-18,13263.0,United Kingdom,106,"141,66"
559861,2021-07-13,15895.0,United Kingdom,94,"179,17"
C563607,2021-08-18,13078.0,United Kingdom,-2,"-7,50"
542514,2021-01-28,00000,United Kingdom,1,"0,00"
C546901,2021-03-17,14112.0,United Kingdom,-18,"-65,30"
577408,2021-11-20,14805.0,United Kingdom,15,"110,95"
574866,2021-11-07,12748.0,United Kingdom,289,"252,27"
569855,2021-10-06,00000,United Kingdom,-30,"0,00"
C554717,2021-05-26,13089.0,United Kingdom,-21,"-115,95"
580508,2021-12-04,00000,United Kingdom,20,"36,60"
562146,2021-08-03,17675.0,United Kingdom,272,"614,78"
540836,2021-01-11,00000,United Kingdom,15,"12,75"
557747,2021-06-22,13611.0,United Kingdom,237,"333,57"
538850,2020-12-14,16499.0,United Kingdom,59,"147,35"
553744,2021-05-19,00000,United Kingdom,-7,"0,00"
C581100,2021-12-07,14534.0,United Kingdom,-1,"-16,95"
568906,2021-09-29,14681.0,United Kingdom,16,"60,00"
580515,2021-12-04,17750.0,United Kingdom,268,"113,32"
580981,2021-12-06,16201.0,United Kingdom,336,"509,40"
574878,2021-11-07,14653.0,United Kingdom,21,"131,79"
556816,2021-06-15,12437.0,France,359,"501,64"
566601,2021-09-13,16469.0,United Kingdom,53,"185,84"
544804,2021-02-23,17504.0,United Kingdom,176,"346,28"
565589,2021-09-05,17450.0,United Kingdom,288,"691,20"
569847,2021-10-06,14116.0,United Kingdom,151,"327,45"
543133,2021-02-03,15235.0,United Kingdom,18,"71,90"
547909,2021-03-28,15033.0,United Kingdom,117,"179,73"
540363,2021-01-06,12971.0,United Kingdom,618,"185,10"
554023,2021-05-20,00000,United Kingdom,-71,"0,00"
575209,2021-11-09,14214.0,United Kingdom,48,"49,80"
C573271,2021-10-28,14606.0,United Kingdom,-2,"-3,90"
558708,2021-07-01,12748.0,United Kingdom,6,"10,76"
C574347,2021-11-04,12500.0,Germany,-4,"-21,65"
538998,2020-12-15,15061.0,United Kingdom,1101,"2605,88"
576179,2021-11-14,13694.0,United Kingdom,2244,"3419,64"
550296,2021-04-15,13742.0,United Kingdom,109,"172,72"
549536,2021-04-08,00000,United Kingdom,3,"7,15"
C539640,2020-12-20,15311.0,United Kingdom,-7,"-20,27"
545217,2021-02-28,00000,United Kingdom,356,"1420,78"
574903,2021-11-07,17302.0,United Kingdom,189,"335,47"
C550177,2021-04-14,13534.0,United Kingdom,-2,"-3,30"
C548748,2021-04-04,15223.0,United Kingdom,-115,"-300,85"
573152,2021-10-27,17530.0,United Kingdom,116,"227,08"
568795,2021-09-29,17870.0,United Kingdom,77,"159,79"
580529,2021-12-04,14658.0,United Kingdom,24,"124,01"
536397,2020-12-01,17924.0,United Kingdom,60,"279,00"
548983,2021-04-05,16906.0,United Kingdom,45,"114,64"
566050,2021-09-08,13854.0,United Kingdom,70,"324,00"
C539573,2020-12-20,14107.0,United Kingdom,-5,"-14,75"
C575651,2021-11-10,17653.0,United Kingdom,-8,"-31,68"
566202,2021-09-09,15652.0,United Kingdom,208,"337,74"
576447,2021-11-15,13949.0,United Kingdom,260,"304,84"
563202,2021-08-14,12722.0,France,3,"46,65"
577795,2021-11-21,13246.0,United Kingdom,56,"126,31"
572928,2021-10-27,14623.0,United Kingdom,22,"118,20"
567190,2021-09-19,18226.0,United Kingdom,226,"484,52"
C577351,2021-11-18,17728.0,United Kingdom,-4,"-15,30"
C573761,2021-11-01,15489.0,United Kingdom,-15,"-44,25"
536366,2020-12-01,17850.0,United Kingdom,12,"22,20"
C568157,2021-09-25,14367.0,United Kingdom,-3,"-9,95"
C557224,2021-06-17,15311.0,United Kingdom,-19,"-44,17"
569563,2021-10-05,12481.0,Germany,790,"1307,76"
566868,2021-09-15,14595.0,United Kingdom,71,"136,23"
559918,2021-07-13,18225.0,United Kingdom,301,"488,40"
571104,2021-10-13,18130.0,United Kingdom,258,"313,86"
568669,2021-09-28,13488.0,United Kingdom,139,"338,06"
580116,2021-12-01,15290.0,United Kingdom,1101,"1274,69"
572767,2021-10-26,17865.0,United Kingdom,446,"702,86"
547903,2021-03-28,15039.0,United Kingdom,245,"407,09"
537657,2020-12-07,18102.0,United Kingdom,2790,"9639,12"
C553512,2021-05-17,15005.0,United Kingdom,-3,"-14,62"
556022,2021-06-08,12921.0,United Kingdom,40,"79,20"
563590,2021-08-17,17450.0,United Kingdom,4878,"13031,50"
C546907,2021-03-17,16422.0,United Kingdom,-25,"-16,75"
548566,2021-04-01,17288.0,United Kingdom,110,"127,30"
537808,2020-12-08,15311.0,United Kingdom,145,"251,09"
570715,2021-10-12,18287.0,United Kingdom,990,"1001,32"
C569946,2021-10-06,16462.0,United Kingdom,-4,"-34,00"
555573,2021-06-05,15349.0,United Kingdom,250,"366,11"
C572111,2021-10-20,13136.0,United Kingdom,-7,"-20,25"
562929,2021-08-10,17562.0,United Kingdom,75,"126,30"
570222,2021-10-09,13113.0,United Kingdom,127,"475,66"
547898,2021-03-28,16523.0,United Kingdom,108,"374,70"
C551674,2021-05-03,16654.0,United Kingdom,-2,"-6,30"
C567956,2021-09-23,12895.0,United Kingdom,-6,"-25,50"
552692,2021-05-10,13990.0,United Kingdom,190,"311,30"
C539632,2020-12-20,17230.0,United Kingdom,-96,"-162,24"
547047,2021-03-20,14258.0,United Kingdom,184,"982,08"
561887,2021-07-31,14414.0,United Kingdom,522,"309,14"
569739,2021-10-06,14911.0,EIRE,229,"421,30"
559866,2021-07-13,15795.0,United Kingdom,581,"610,01"
C562142,2021-08-03,15189.0,United Kingdom,-7,"-14,56"
564174,2021-08-23,14191.0,United Kingdom,205,"379,27"
577082,2021-11-17,15811.0,United Kingdom,311,"444,82"
538249,2020-12-10,00000,United Kingdom,25,"0,00"
C566745,2021-09-14,16150.0,United Kingdom,-8,"-23,40"
561397,2021-07-27,16532.0,United Kingdom,1056,"2606,40"
568803,2021-09-29,15030.0,United Kingdom,216,"365,52"
C536978,2020-12-03,17954.0,United Kingdom,-1,"-9,95"
567297,2021-09-19,15594.0,United Kingdom,402,"718,21"
578945,2021-11-27,16877.0,United Kingdom,71,"125,83"
543587,2021-02-10,12561.0,Germany,177,"238,85"
555389,2021-06-02,14543.0,United Kingdom,33,"233,75"
537691,2020-12-08,13842.0,United Kingdom,163,"310,57"
571223,2021-10-14,13810.0,Germany,1,"599,50"
539419,2020-12-17,12431.0,Australia,146,"415,70"
549614,2021-04-11,12720.0,Germany,218,"293,24"
556060,2021-06-08,14911.0,EIRE,492,"1118,04"
C569251,2021-10-03,12957.0,United Kingdom,-1,"-12,75"
557759,2021-06-22,14156.0,EIRE,281,"493,04"
577479,2021-11-20,14911.0,EIRE,440,"917,54"
566317,2021-09-12,13375.0,United Kingdom,442,"778,65"
568586,2021-09-28,16119.0,United Kingdom,172,"309,48"
C547228,2021-03-21,16626.0,United Kingdom,-1,"-2,10"
C555338,2021-06-02,14323.0,United Kingdom,-6,"-17,70"
C536816,2020-12-02,14443.0,United Kingdom,-2,"-13,90"
573340,2021-10-30,14159.0,United Kingdom,699,"518,55"
548699,2021-04-03,00000,United Kingdom,12,"24,65"
